sys_id,property_sys_id,as_of_date,unit_type,bath_count,units_count,avg_unit_sqft,market_rent_ask_usd,effective_rent_usd,rent_per_sqft_usd,occupied_units,leased_units,concession_months,parking_premium_usd,notes,source,ingested_at,quality_flag
MIX-PROP-000223-2br,PROP-000223,2025-08-31,2br,1.5,34,1046.6,2917.77,2829.48,2.7,32,31,0.53,137.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000223-3br,PROP-000223,2025-08-31,3br,1.5,8,1274.0,3357.96,3275.61,2.57,8,8,0.14,237.55,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000224-studio,PROP-000224,2025-08-31,studio,1.0,6,563.0,2331.52,2248.53,3.99,6,6,0.12,117.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000224-1br,PROP-000224,2025-08-31,1br,1.0,16,788.3,2470.09,2359.83,2.99,15,15,0.11,91.33,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000224-2br,PROP-000224,2025-08-31,2br,2.0,6,1045.0,2970.47,2900.46,2.78,6,6,0.58,62.09,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000224-3br,PROP-000224,2025-08-31,3br,1.0,2,1406.7,3067.31,2989.7,2.13,2,2,0.59,148.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000225-studio,PROP-000225,2025-08-31,studio,1.0,40,600.0,2187.65,2097.11,3.5,38,38,0.0,114.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000225-1br,PROP-000225,2025-08-31,1br,1.0,97,721.5,2463.27,2350.82,3.26,92,89,0.46,116.68,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000225-2br,PROP-000225,2025-08-31,2br,1.5,108,1101.5,2787.87,2708.83,2.46,102,102,0.25,152.53,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000225-3br,PROP-000225,2025-08-31,3br,2.0,13,1236.0,3029.06,2983.81,2.41,12,12,0.3,159.51,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000226-studio,PROP-000226,2025-08-31,studio,1.0,21,483.5,2324.0,2241.98,4.64,20,20,0.77,218.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000226-1br,PROP-000226,2025-08-31,1br,1.0,34,665.1,2519.11,2447.79,3.68,32,32,0.95,124.36,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000226-2br,PROP-000226,2025-08-31,2br,1.0,32,1198.3,2837.04,2780.76,2.32,31,30,0.69,123.95,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000226-3br,PROP-000226,2025-08-31,3br,1.5,1,1341.1,3123.65,3050.28,2.27,1,1,0.58,47.5,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000227-studio,PROP-000227,2025-08-31,studio,1.0,21,567.6,1489.73,1427.0,2.51,20,19,0.72,171.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000227-1br,PROP-000227,2025-08-31,1br,1.0,58,807.5,1756.73,1729.31,2.14,54,54,0.0,116.33,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000227-2br,PROP-000227,2025-08-31,2br,1.5,41,976.3,2114.83,2101.44,2.15,38,37,1.39,82.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000227-3br,PROP-000227,2025-08-31,3br,1.0,5,1061.9,2346.83,2327.27,2.19,5,5,0.26,136.88,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000228-studio,PROP-000228,2025-08-31,studio,1.0,19,492.7,1692.92,1610.38,3.27,17,17,0.38,64.41,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000228-1br,PROP-000228,2025-08-31,1br,1.0,97,751.2,1930.35,1876.04,2.5,89,86,1.1,53.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000228-2br,PROP-000228,2025-08-31,2br,1.0,37,954.5,2233.87,2172.41,2.28,34,33,0.24,123.54,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000228-3br,PROP-000228,2025-08-31,3br,1.0,12,1175.5,2690.79,2599.75,2.21,11,11,0.78,153.99,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000229-studio,PROP-000229,2025-08-31,studio,1.0,19,511.0,2147.71,2086.56,4.08,18,17,0.0,86.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000229-1br,PROP-000229,2025-08-31,1br,1.0,45,711.7,2337.61,2188.19,3.07,43,42,0.2,125.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000229-2br,PROP-000229,2025-08-31,2br,1.5,28,983.0,2656.46,2539.06,2.58,27,26,0.55,194.45,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000229-3br,PROP-000229,2025-08-31,3br,1.5,2,1097.5,3071.25,2936.62,2.68,2,2,0.0,66.81,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000230-studio,PROP-000230,2025-08-31,studio,1.0,20,466.6,1660.63,1529.39,3.28,19,19,1.0,94.69,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000230-1br,PROP-000230,2025-08-31,1br,1.0,59,781.2,1933.2,1871.59,2.4,56,55,0.52,138.53,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000230-2br,PROP-000230,2025-08-31,2br,2.0,56,921.1,2212.96,2150.96,2.34,54,52,0.45,177.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000230-3br,PROP-000230,2025-08-31,3br,2.0,9,1122.7,2589.51,2473.7,2.2,9,8,0.06,44.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000231-studio,PROP-000231,2025-08-31,studio,1.0,29,516.5,1858.22,1793.47,3.47,27,27,0.38,119.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000231-1br,PROP-000231,2025-08-31,1br,1.0,76,679.5,1933.28,1858.96,2.74,72,69,0.17,66.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000231-2br,PROP-000231,2025-08-31,2br,1.0,51,1132.5,2495.26,2406.27,2.12,48,47,0.33,200.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000231-3br,PROP-000231,2025-08-31,3br,2.0,5,1282.7,2754.99,2591.72,2.02,5,5,1.26,139.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000232-studio,PROP-000232,2025-08-31,studio,1.0,16,552.5,2252.33,2181.98,3.95,15,15,0.05,63.33,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000232-1br,PROP-000232,2025-08-31,1br,1.0,45,677.1,2417.34,2319.7,3.43,43,41,0.41,137.9,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000232-2br,PROP-000232,2025-08-31,2br,1.0,21,904.5,2785.17,2731.93,3.02,20,19,0.72,168.95,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000232-3br,PROP-000232,2025-08-31,3br,1.5,3,1140.4,3135.72,3004.33,2.63,3,3,1.2,93.4,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000233-studio,PROP-000233,2025-08-31,studio,1.0,3,492.8,2426.87,2378.04,4.83,3,3,0.57,119.07,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000233-1br,PROP-000233,2025-08-31,1br,1.0,16,721.9,2500.99,2383.16,3.3,15,15,0.84,135.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000233-2br,PROP-000233,2025-08-31,2br,1.5,9,918.9,2879.45,2795.76,3.04,9,8,0.11,116.4,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000233-3br,PROP-000233,2025-08-31,3br,1.5,2,1094.6,3279.26,3143.17,2.87,2,2,1.58,132.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000234-studio,PROP-000234,2025-08-31,studio,1.0,11,559.3,1655.01,1619.61,2.9,11,10,0.56,189.24,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000234-1br,PROP-000234,2025-08-31,1br,1.0,33,731.5,1897.51,1887.63,2.58,32,30,0.15,183.7,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000234-2br,PROP-000234,2025-08-31,2br,2.0,34,999.3,2349.82,2260.14,2.26,32,31,0.13,114.26,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000234-3br,PROP-000234,2025-08-31,3br,1.0,3,1283.4,2672.99,2562.47,2.0,3,3,0.34,168.67,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000235-studio,PROP-000235,2025-08-31,studio,1.0,42,509.4,1320.71,1282.41,2.52,38,37,1.1,90.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000235-1br,PROP-000235,2025-08-31,1br,1.0,71,900.0,1561.44,1519.25,1.69,64,62,0.81,153.67,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000235-2br,PROP-000235,2025-08-31,2br,1.5,74,1087.8,1957.78,1921.37,1.77,66,65,0.66,146.56,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000235-3br,PROP-000235,2025-08-31,3br,1.5,19,1356.0,2277.5,2210.51,1.63,17,17,0.32,142.45,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000236-studio,PROP-000236,2025-08-31,studio,1.0,9,506.4,2431.35,2391.55,4.72,9,8,0.78,118.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000236-1br,PROP-000236,2025-08-31,1br,1.0,29,748.8,2652.12,2590.79,3.46,28,27,0.44,138.36,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000236-2br,PROP-000236,2025-08-31,2br,2.0,26,1042.8,2983.65,2890.86,2.77,25,25,0.11,145.56,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000236-3br,PROP-000236,2025-08-31,3br,2.0,4,1379.0,3385.13,3302.79,2.4,4,4,0.87,121.69,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000237-studio,PROP-000237,2025-08-31,studio,1.0,4,420.4,1895.86,1850.64,4.4,4,4,0.72,171.48,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000237-1br,PROP-000237,2025-08-31,1br,1.0,42,859.0,2105.3,2028.09,2.36,39,38,0.4,220.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000237-2br,PROP-000237,2025-08-31,2br,1.0,28,1098.1,2484.31,2411.88,2.2,26,25,0.27,191.86,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000237-3br,PROP-000237,2025-08-31,3br,1.0,2,1299.4,2817.13,2684.59,2.07,2,2,0.0,171.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000238-studio,PROP-000238,2025-08-31,studio,1.0,22,570.8,1713.87,1644.46,2.88,21,21,0.12,59.32,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000238-1br,PROP-000238,2025-08-31,1br,1.0,61,857.2,1923.2,1830.4,2.14,58,57,0.95,98.83,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000238-2br,PROP-000238,2025-08-31,2br,1.5,64,1002.6,2279.47,2276.25,2.27,61,59,0.0,121.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000238-3br,PROP-000238,2025-08-31,3br,1.0,10,1202.5,2607.44,2539.41,2.11,10,9,0.3,106.07,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000239-studio,PROP-000239,2025-08-31,studio,1.0,14,492.5,2608.42,2500.7,5.08,13,13,1.1,142.99,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000239-1br,PROP-000239,2025-08-31,1br,1.0,41,634.0,2816.07,2712.74,4.28,38,38,0.02,104.59,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000239-2br,PROP-000239,2025-08-31,2br,1.5,50,880.5,3165.51,3136.09,3.56,47,46,0.0,107.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000239-3br,PROP-000239,2025-08-31,3br,2.0,9,1415.4,3429.84,3285.56,2.32,8,8,0.71,80.08,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000240-studio,PROP-000240,2025-08-31,studio,1.0,29,453.4,2390.53,2386.65,5.26,27,27,0.0,142.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000240-1br,PROP-000240,2025-08-31,1br,1.0,95,735.5,2743.78,2614.69,3.55,89,88,0.12,115.67,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000240-2br,PROP-000240,2025-08-31,2br,1.0,86,955.4,3180.59,3105.03,3.25,81,78,0.23,150.94,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000240-3br,PROP-000240,2025-08-31,3br,1.0,12,1268.8,3460.41,3417.87,2.69,11,11,0.0,72.71,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000241-studio,PROP-000241,2025-08-31,studio,1.0,3,541.9,1109.04,1064.26,1.96,3,3,0.67,166.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000241-1br,PROP-000241,2025-08-31,1br,1.0,13,693.6,1436.03,1397.77,2.02,12,12,0.86,135.82,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000241-2br,PROP-000241,2025-08-31,2br,2.0,13,919.6,1783.81,1746.49,1.9,12,12,0.84,179.08,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000241-3br,PROP-000241,2025-08-31,3br,2.0,1,1216.6,2125.28,2030.67,1.67,1,1,0.61,68.11,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000242-studio,PROP-000242,2025-08-31,studio,1.0,11,472.8,1123.4,1094.65,2.32,10,10,0.69,86.79,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000242-1br,PROP-000242,2025-08-31,1br,1.0,32,757.3,1358.23,1314.24,1.74,29,29,0.0,55.52,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000242-2br,PROP-000242,2025-08-31,2br,2.0,31,988.3,1683.25,1609.85,1.63,28,28,0.07,151.56,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000242-3br,PROP-000242,2025-08-31,3br,2.0,5,1470.0,2087.95,2012.82,1.37,5,5,0.63,146.27,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000243-studio,PROP-000243,2025-08-31,studio,1.0,29,472.8,1723.75,1635.83,3.46,28,27,0.74,191.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000243-1br,PROP-000243,2025-08-31,1br,1.0,80,677.4,1923.51,1861.56,2.75,76,74,0.0,148.17,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000243-2br,PROP-000243,2025-08-31,2br,1.5,64,983.0,2371.95,2324.55,2.36,61,60,0.62,72.64,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000243-3br,PROP-000243,2025-08-31,3br,1.5,7,1222.3,2671.32,2576.31,2.11,7,6,0.31,131.07,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000244-studio,PROP-000244,2025-08-31,studio,1.0,4,478.2,1721.65,1653.74,3.46,4,4,0.49,128.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000244-1br,PROP-000244,2025-08-31,1br,1.0,16,772.1,1875.43,1862.62,2.41,15,15,0.72,123.98,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000244-2br,PROP-000244,2025-08-31,2br,2.0,8,1057.9,2305.42,2213.56,2.09,8,7,0.67,183.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000244-3br,PROP-000244,2025-08-31,3br,1.5,2,1281.3,2650.86,2519.43,1.97,2,2,0.63,232.41,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000245-studio,PROP-000245,2025-08-31,studio,1.0,5,516.1,1726.94,1683.68,3.26,5,5,0.16,198.15,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000245-1br,PROP-000245,2025-08-31,1br,1.0,13,670.0,2085.25,2047.44,3.06,12,12,0.0,142.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000245-2br,PROP-000245,2025-08-31,2br,2.0,10,1008.6,2407.21,2350.38,2.33,9,9,0.58,227.09,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000245-3br,PROP-000245,2025-08-31,3br,1.0,2,1269.8,2742.55,2638.56,2.08,2,2,0.22,210.73,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000246-studio,PROP-000246,2025-08-31,studio,1.0,4,437.2,2319.01,2216.06,5.07,4,4,0.67,132.23,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000246-1br,PROP-000246,2025-08-31,1br,1.0,18,824.3,2545.78,2428.54,2.95,17,17,0.0,133.31,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000246-2br,PROP-000246,2025-08-31,2br,1.0,8,1056.1,2920.15,2800.85,2.65,8,7,0.16,146.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000247-studio,PROP-000247,2025-08-31,studio,1.0,23,528.0,1857.98,1820.96,3.45,21,21,0.6,116.31,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000247-1br,PROP-000247,2025-08-31,1br,1.0,68,751.7,2267.58,2171.93,2.89,64,62,0.41,140.42,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000247-2br,PROP-000247,2025-08-31,2br,2.0,46,1044.9,2525.41,2488.86,2.38,43,42,0.48,122.03,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000247-3br,PROP-000247,2025-08-31,3br,1.0,12,1301.7,2929.02,2846.02,2.19,11,11,0.63,128.26,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000248-studio,PROP-000248,2025-08-31,studio,1.0,9,488.0,1882.67,1822.52,3.73,9,8,0.62,167.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000248-1br,PROP-000248,2025-08-31,1br,1.0,18,761.4,2182.99,2138.37,2.81,17,17,0.0,102.67,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000248-2br,PROP-000248,2025-08-31,2br,2.0,22,1011.3,2520.48,2420.18,2.39,21,20,0.84,141.22,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000248-3br,PROP-000248,2025-08-31,3br,1.0,4,1259.0,2811.63,2586.7,2.05,4,4,0.58,120.66,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000249-studio,PROP-000249,2025-08-31,studio,1.0,16,512.6,1228.81,1185.03,2.31,14,14,0.99,112.61,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000249-1br,PROP-000249,2025-08-31,1br,1.0,94,620.0,1555.99,1524.31,2.46,84,82,0.19,89.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000249-2br,PROP-000249,2025-08-31,2br,2.0,57,1119.5,1902.0,1879.91,1.68,51,49,1.27,161.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000249-3br,PROP-000249,2025-08-31,3br,1.0,11,1267.7,2293.28,2173.52,1.71,10,10,0.55,141.79,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000250-studio,PROP-000250,2025-08-31,studio,1.0,28,476.4,2243.11,2185.38,4.59,27,26,1.02,109.29,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000250-1br,PROP-000250,2025-08-31,1br,1.0,78,789.2,2572.2,2526.61,3.2,74,72,0.53,159.43,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000250-2br,PROP-000250,2025-08-31,2br,2.0,64,954.5,2777.85,2748.9,2.88,61,59,0.09,155.36,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000250-3br,PROP-000250,2025-08-31,3br,1.0,16,1312.8,3151.4,3071.02,2.34,15,15,0.26,56.03,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000251-studio,PROP-000251,2025-08-31,studio,1.0,4,571.7,2015.75,1916.75,3.35,4,4,0.0,119.79,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000251-1br,PROP-000251,2025-08-31,1br,1.0,16,690.7,2277.1,2203.76,3.19,15,15,0.73,141.93,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000251-2br,PROP-000251,2025-08-31,2br,1.0,6,912.9,2673.01,2585.17,2.83,6,6,0.0,147.35,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000251-3br,PROP-000251,2025-08-31,3br,2.0,4,1306.1,3011.89,2973.2,2.28,4,4,0.6,149.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000252-studio,PROP-000252,2025-08-31,studio,1.0,59,546.6,1930.17,1883.24,3.45,56,55,0.72,62.28,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000252-1br,PROP-000252,2025-08-31,1br,1.0,96,762.5,2123.49,2054.13,2.69,91,90,0.51,130.89,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000252-2br,PROP-000252,2025-08-31,2br,1.0,104,1099.8,2492.04,2415.21,2.2,99,97,0.04,111.0,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000252-3br,PROP-000252,2025-08-31,3br,1.0,13,1254.7,2911.28,2728.37,2.17,12,12,0.66,117.73,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000253-studio,PROP-000253,2025-08-31,studio,1.0,7,515.4,2147.35,2045.73,3.97,7,6,0.71,77.8,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000253-1br,PROP-000253,2025-08-31,1br,1.0,14,633.9,2408.9,2333.47,3.68,13,13,0.56,66.46,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000253-2br,PROP-000253,2025-08-31,2br,1.0,23,1046.2,2841.02,2739.24,2.62,22,21,0.63,173.3,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000253-3br,PROP-000253,2025-08-31,3br,2.0,3,1455.0,3182.69,3126.24,2.15,3,3,0.25,158.58,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000254-studio,PROP-000254,2025-08-31,studio,1.0,13,518.4,1550.14,1519.83,2.93,12,12,0.55,165.64,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000254-1br,PROP-000254,2025-08-31,1br,1.0,49,731.8,1925.94,1925.94,2.63,45,44,0.56,176.13,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000254-2br,PROP-000254,2025-08-31,2br,1.5,40,959.0,2149.62,2097.29,2.19,37,36,0.91,124.26,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000254-3br,PROP-000254,2025-08-31,3br,2.0,3,1257.7,2532.06,2383.31,1.89,3,3,0.61,141.61,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000255-studio,PROP-000255,2025-08-31,studio,1.0,16,501.0,2362.48,2294.43,4.58,15,15,0.59,126.62,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000255-1br,PROP-000255,2025-08-31,1br,1.0,57,764.1,2584.16,2524.3,3.3,54,54,0.08,141.51,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000255-2br,PROP-000255,2025-08-31,2br,1.5,56,1123.8,2998.96,2866.4,2.55,53,52,0.42,116.57,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000255-3br,PROP-000255,2025-08-31,3br,2.0,14,1352.5,3390.81,3352.45,2.48,13,13,1.35,193.22,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000256-studio,PROP-000256,2025-08-31,studio,1.0,16,537.6,1369.3,1334.68,2.48,15,15,0.98,159.85,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000256-1br,PROP-000256,2025-08-31,1br,1.0,53,741.1,1616.44,1566.79,2.11,49,48,0.64,120.84,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000256-2br,PROP-000256,2025-08-31,2br,2.0,44,1017.3,1957.42,1891.17,1.86,41,40,0.16,133.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000256-3br,PROP-000256,2025-08-31,3br,1.0,3,1206.5,2420.07,2368.54,1.96,3,3,0.72,161.12,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000257-studio,PROP-000257,2025-08-31,studio,1.0,11,521.6,2138.3,2096.64,4.02,11,10,0.35,144.06,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000257-1br,PROP-000257,2025-08-31,1br,1.0,95,804.9,2435.97,2333.45,2.9,91,88,0.0,133.18,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000257-2br,PROP-000257,2025-08-31,2br,1.5,47,898.1,2729.57,2630.57,2.93,45,45,0.52,115.65,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000257-3br,PROP-000257,2025-08-31,3br,2.0,6,1326.6,3111.17,3080.58,2.32,6,6,0.0,73.14,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
MIX-PROP-000258-studio,PROP-000258,2025-08-31,studio,1.0,21,499.3,1544.71,1523.2,3.05,19,19,0.17,142.1,,GOTHAM_SYNTHETIC,2025-09-27T18:57:54,passed
