sys_id,property_external_id,property_name,address_line1,address_line2,city,state,zip,country,latitude,longitude,geocoding_precision,census_tract,block_group,cbsa_code,submarket_name,property_type,mf_product_type,property_class,status,year_built,year_renovated,num_buildings,num_stories,num_units,gross_building_area_sqft,net_rentable_area_sqft,avg_unit_size_sqft,land_area_acres,parking_stalls,parking_ratio_per_unit,elevators,construction_start_date,delivery_date,stabilization_date,zoning_code,zoning_desc,fema_flood_zone,electric_payer,gas_payer,water_payer,sewer_payer,trash_payer,energy_star_score,leed_level,owner_name,owner_type,manager_name,manager_phone,manager_email,website_url,last_appraised_value_usd,last_appraised_date,assessed_value_land_usd,assessed_value_improvement_usd,assessed_tax_year,tax_parcel_id,source,as_of_date,ingested_at,quality_flag,notes
PROP-000256,GOTHAM-20106-89073,GOTHAM FLATS 256,9234 PINE RD,,GOTHAM,VA,20106,USA,38.934212,-77.275099,rooftop,143499,2,47900,GOTHAM - MIDTOWN,multifamily,garden,C,existing,2010,2025,10,5,116,99145,96257,829.8,3.16,163,1.41,0,,,,RMF-1,RESIDENTIAL MULTIFAMILY,AE,tenant,owner,owner,owner,owner,,none,GOTHAM PARTNERS,FAMILY_OFFICE,Taylor Douglas,703-491-3906,taylor.douglas@cityaptco.com,https://gotham-apts.example.com/256,9895538,8/31/25,1484331,8411207,2025,GP-867-707090,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000257,GOTHAM-20110-48382,GOTHAM TOWERS 257,6001 OAK ST,,GOTHAM,VA,20110,USA,38.913383,-77.34477,rooftop,117735,2,47900,GOTHAM - WEST END,multifamily,garden,A,existing,2022,2025,6,2,159,138236,132368,832.5,3.75,209,1.32,0,,,,RMU,PLANNED UNIT DEVELOPMENT,0.2PCT,rubs,tenant,rubs,rubs,owner,59,none,GOTHAM PROPERTIES,HNW_INDIVIDUAL,Emerson Sloane,703-414-1953,emerson.sloane@gothammgmt.com,https://gotham-apts.example.com/257,47446068,8/31/25,7116910,40329158,2025,GP-685-865175,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000258,GOTHAM-20120-85385,GOTHAM SQUARE 258,8766 BROOK AVE,,GOTHAM,VA,20120,USA,38.911317,-77.179022,rooftop,146480,3,47900,GOTHAM - RIVER NORTH,multifamily,mid-rise,C,existing,2011,,1,6,90,73960,70821,786.9,3.1,132,1.46,3,,,,PUD,COMMERCIAL MIXED USE,0.2PCT,tenant,rubs,rubs,owner,rubs,,none,ATLANTIC REALTY,FAMILY_OFFICE,Avery Cooper,703-384-4812,avery.cooper@gothamre.com,https://atlantic-apts.example.com/258,11842166,8/31/25,1776325,10065841,2025,GP-298-101657,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000259,GOTHAM-20104-53750,GOTHAM FLATS 259,2036 ASH ST,,GOTHAM,VA,20104,USA,38.897352,-77.350087,rooftop,173554,4,47900,GOTHAM - WEST END,multifamily,mid-rise,C,existing,1997,,2,5,30,28929,25773,859.1,0.86,29,0.97,1,,,,RMF-1,RESIDENTIAL MIXED-USE,0.2PCT,tenant,tenant,rubs,rubs,tenant,74,silver,RIDGEMONT PROPERTIES,PE,Drew Harper,703-515-5919,drew.harper@gothamre.com,https://ridgemont-apts.example.com/259,3249969,8/31/25,487495,2762474,2025,GP-885-106429,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000260,GOTHAM-20113-54294,GOTHAM GARDENS 260,1965 LIBERTY DR,,GOTHAM,VA,20113,USA,38.862155,-77.290669,rooftop,162897,8,47900,GOTHAM - SOUTH SIDE,multifamily,garden,A,existing,2025,,5,3,110,98781,91740,834,6.08,42,0.38,0,,,,RMF-1,RESIDENTIAL MIXED-USE,AE,tenant,mixed,owner,owner,owner,78,none,GOTHAM PARTNERS,DEVELOPER,Quinn Hughes,703-749-6490,quinn.hughes@cityaptco.com,https://gotham-apts.example.com/260,21152918,8/31/25,3172938,17979980,2025,GP-902-953715,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000261,GOTHAM-20110-99848,GOTHAM FLATS 261,6882 LAUREL ST,,GOTHAM,VA,20110,USA,38.93261,-77.273477,rooftop,146446,2,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,A,existing,1986,,2,4,212,191006,177232,836,6.42,175,0.82,2,,,,RMF-2,PLANNED UNIT DEVELOPMENT,X,rubs,tenant,owner,owner,owner,83,none,RIDGEMONT HOLDINGS,FAMILY_OFFICE,Quinn Douglas,703-747-3719,quinn.douglas@cityaptco.com,https://ridgemont-apts.example.com/261,60552368,8/31/25,9082855,51469513,2025,GP-291-724103,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000262,GOTHAM-20111-58704,GOTHAM TOWERS 262,2014 ELM LN,,GOTHAM,VA,20111,USA,38.895734,-77.194419,rooftop,139766,4,47900,GOTHAM - EAST MARKET,multifamily,garden,A,existing,1999,,5,2,189,164185,153203,810.6,7.42,214,1.13,0,,,,PUD,PLANNED UNIT DEVELOPMENT,X,tenant,rubs,rubs,rubs,rubs,72,silver,ATLANTIC HOLDINGS,FAMILY_OFFICE,Shawn Morgan,703-996-4311,shawn.morgan@gothammgmt.com,https://atlantic-apts.example.com/262,43149980,8/31/25,6472497,36677483,2025,GP-554-630573,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000263,GOTHAM-20105-22878,GOTHAM SQUARE 263,508 LAUREL PL,,GOTHAM,VA,20105,USA,38.930525,-77.266491,rooftop,188798,3,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,A,existing,1986,1999,2,6,49,39566,33717,688.1,2.22,65,1.32,2,,,,RMF-2,RESIDENTIAL MULTIFAMILY,AE,tenant,owner,owner,rubs,tenant,74,silver,CAPITAL REALTY,HNW_INDIVIDUAL,Logan Wright,703-318-1067,logan.wright@gothamre.com,https://capital-apts.example.com/263,15233694,8/31/25,2285054,12948640,2025,GP-145-820426,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000264,GOTHAM-20115-50913,GOTHAM GARDENS 264,9836 LIBERTY AVE,,GOTHAM,VA,20115,USA,38.913635,-77.179431,rooftop,127604,6,47900,GOTHAM - RIVER NORTH,multifamily,garden,A,existing,2017,,5,3,195,181089,164288,842.5,8.23,129,0.66,0,,,,RMF-2,RESIDENTIAL MIXED-USE,AE,tenant,owner,owner,mixed,owner,63,none,RIDGEMONT REALTY,REIT,Alex Douglas,703-651-2927,alex.douglas@gothamre.com,https://ridgemont-apts.example.com/264,58014539,8/31/25,8702181,49312358,2025,GP-252-265146,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000265,GOTHAM-20120-45527,GOTHAM COMMONS 265,4583 RIVER AVE,,GOTHAM,VA,20120,USA,38.941509,-77.29845,rooftop,192421,5,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,B,existing,2015,,1,4,99,89188,80358,811.7,3.23,118,1.19,2,,,,PUD,RESIDENTIAL MIXED-USE,X,mixed,tenant,rubs,owner,tenant,70,none,GVA REALTY,REIT,Emerson Hughes,703-546-9856,emerson.hughes@cityaptco.com,https://gva-apts.example.com/265,19817320,8/31/25,2972598,16844722,2025,GP-151-236392,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000266,GOTHAM-20102-88134,GOTHAM SQUARE 266,575 SPRING PL,,GOTHAM,VA,20102,USA,38.919716,-77.348221,rooftop,182605,8,47900,GOTHAM - WEST END,multifamily,mid-rise,A,existing,1975,1987,1,8,42,35560,33264,792,2.65,57,1.35,2,,,,PUD,PLANNED UNIT DEVELOPMENT,AE,owner,tenant,owner,owner,rubs,64,none,GOTHAM PROPERTIES,REIT,Cameron Parker,703-976-9740,cameron.parker@gothammgmt.com,https://gotham-apts.example.com/266,14106831,8/31/25,2116025,11990806,2025,GP-873-901561,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000267,GOTHAM-20115-39333,GOTHAM COMMONS 267,7729 OAK BLVD,,GOTHAM,VA,20115,USA,38.910487,-77.36224,rooftop,180963,5,47900,GOTHAM - WEST END,multifamily,mid-rise,A,existing,2006,2020,1,4,85,77081,70168,825.5,2.23,72,0.85,1,,,,RMU,COMMERCIAL MIXED USE,X,tenant,owner,owner,owner,owner,,none,CAPITAL PROPERTIES,FAMILY_OFFICE,Shawn Morgan,703-532-8426,shawn.morgan@cityaptco.com,https://capital-apts.example.com/267,26925411,8/31/25,4038812,22886599,2025,GP-130-168540,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000268,GOTHAM-20116-26697,GOTHAM SQUARE 268,7887 FOUNTAIN AVE,,GOTHAM,VA,20116,USA,38.85925,-77.298576,rooftop,113591,7,47900,GOTHAM - SOUTH SIDE,multifamily,garden,A,existing,2021,,10,4,30,26314,25032,834.4,1.02,51,1.69,0,,,,RMF-1,PLANNED UNIT DEVELOPMENT,0.2PCT,mixed,tenant,owner,rubs,owner,,silver,CITYLINE REALTY,PE,Skyler Douglas,703-745-8552,skyler.douglas@cityaptco.com,https://cityline-apts.example.com/268,5627563,8/31/25,844134,4783429,2025,GP-704-533525,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000269,GOTHAM-20106-66511,GOTHAM TOWERS 269,4008 RIDGE RD,,GOTHAM,VA,20106,USA,38.89428,-77.230093,rooftop,174445,6,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,C,existing,2025,,1,18,247,238223,213235,863.3,11.21,186,0.75,3,,,,PUD,RESIDENTIAL MIXED-USE,X,tenant,owner,owner,owner,rubs,,none,GOTHAM REALTY,HNW_INDIVIDUAL,Quinn Douglas,703-928-8972,quinn.douglas@gothammgmt.com,https://gotham-apts.example.com/269,36765789,8/31/25,5514868,31250921,2025,GP-706-725030,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000270,GOTHAM-20104-24253,GOTHAM GARDENS 270,7684 RIDGE DR,,GOTHAM,VA,20104,USA,38.908264,-77.341233,rooftop,178272,7,47900,GOTHAM - WEST END,multifamily,high-rise,C,existing,2006,,1,15,137,119447,114559,836.2,4.72,236,1.72,2,,,,RMU,COMMERCIAL MIXED USE,0.2PCT,tenant,tenant,owner,owner,rubs,,none,CITYLINE PROPERTIES,PE,Jordan Hendrix,703-342-1003,jordan.hendrix@gothamprops.com,https://cityline-apts.example.com/270,19875552,8/31/25,2981333,16894219,2025,GP-776-256464,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000271,GOTHAM-20113-84747,GOTHAM GARDENS 271,7521 VIRGINIA TER,,GOTHAM,VA,20113,USA,38.899584,-77.239987,rooftop,140017,7,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,A,existing,2005,,1,4,30,28917,25428,847.6,1.28,17,0.56,4,,,,RMU,RESIDENTIAL MULTIFAMILY,0.2PCT,owner,tenant,rubs,rubs,owner,45,platinum,GVA PARTNERS,HNW_INDIVIDUAL,Logan Blake,703-613-3089,logan.blake@gothamre.com,https://gva-apts.example.com/271,10660970,8/31/25,1599146,9061824,2025,GP-163-487158,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000272,GOTHAM-20118-66585,GOTHAM GARDENS 272,9092 RIVER ST,,GOTHAM,VA,20118,USA,38.903127,-77.232175,rooftop,177453,7,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,A,existing,1991,,1,4,83,77722,73098,880.7,2.26,75,0.91,3,,,,RMU,COMMERCIAL MIXED USE,AE,tenant,mixed,rubs,rubs,owner,68,none,GOTHAM REALTY,FAMILY_OFFICE,Alex Morgan,703-878-3841,alex.morgan@cityaptco.com,https://gotham-apts.example.com/272,29191898,8/31/25,4378785,24813113,2025,GP-242-297370,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000273,GOTHAM-20114-28873,GOTHAM GARDENS 273,9200 FOUNTAIN WAY,,GOTHAM,VA,20114,USA,38.917124,-77.165091,rooftop,163892,7,47900,GOTHAM - RIVER NORTH,multifamily,mid-rise,C,existing,1979,1988,2,7,293,300289,261708,893.2,14.32,405,1.38,2,,,,RMF-2,RESIDENTIAL MULTIFAMILY,X,owner,owner,rubs,rubs,owner,,none,GVA HOLDINGS,PE,Jordan Bennett,703-666-7974,jordan.bennett@gothamprops.com,https://gva-apts.example.com/273,38976835,8/31/25,5846525,33130310,2025,GP-565-634160,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000274,GOTHAM-20113-41031,GOTHAM GARDENS 274,7048 ASH TER,,GOTHAM,VA,20113,USA,38.887157,-77.176056,rooftop,165862,5,47900,GOTHAM - EAST MARKET,multifamily,garden,A,existing,2018,,9,2,284,297456,248841,876.2,6.52,282,0.99,0,,,,C-MU,PLANNED UNIT DEVELOPMENT,X,owner,mixed,owner,owner,owner,,none,ATLANTIC HOLDINGS,PE,Hayden Holland,703-921-7038,hayden.holland@gothammgmt.com,https://atlantic-apts.example.com/274,58939797,8/31/25,8840970,50098827,2025,GP-694-604923,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000275,GOTHAM-20117-21592,GOTHAM COMMONS 275,1411 STONE BLVD,,GOTHAM,VA,20117,USA,38.924292,-77.171684,rooftop,162025,2,47900,GOTHAM - RIVER NORTH,multifamily,high-rise,A,existing,1975,,1,22,30,29424,26748,891.6,0.8,32,1.07,2,,,,PUD,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,mixed,rubs,owner,mixed,53,none,ATLANTIC HOLDINGS,FAMILY_OFFICE,Kendall Hendrix,703-997-1176,kendall.hendrix@cityaptco.com,https://atlantic-apts.example.com/275,10628899,8/31/25,1594335,9034564,2025,GP-564-637566,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000276,GOTHAM-20112-49855,GOTHAM GARDENS 276,7787 CEDAR DR,,GOTHAM,VA,20112,USA,38.936069,-77.288712,rooftop,173986,5,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,A,existing,2025,,1,4,78,76505,65637,841.5,3.09,142,1.82,1,,,,RMF-1,COMMERCIAL MIXED USE,0.2PCT,tenant,mixed,rubs,rubs,rubs,83,none,CITYLINE PARTNERS,FAMILY_OFFICE,Taylor Hendrix,703-498-1447,taylor.hendrix@gothamre.com,https://cityline-apts.example.com/276,22885031,8/31/25,3432755,19452276,2025,GP-596-186518,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000277,GOTHAM-20109-24621,GOTHAM SQUARE 277,2177 OAK TER,,GOTHAM,VA,20109,USA,38.928983,-77.274275,rooftop,122986,3,47900,GOTHAM - MIDTOWN,multifamily,garden,D,existing,1965,1975,16,3,76,82452,72481,953.7,2.61,114,1.5,0,,,,C-MU,PLANNED UNIT DEVELOPMENT,X,mixed,owner,rubs,tenant,owner,57,certified,CITYLINE REALTY,DEVELOPER,Avery Bennett,703-696-3962,avery.bennett@gothammgmt.com,https://cityline-apts.example.com/277,2365473,8/31/25,354821,2010652,2025,GP-451-188501,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000278,GOTHAM-20114-85727,GOTHAM GARDENS 278,2476 BROOK BLVD,,GOTHAM,VA,20114,USA,38.906048,-77.3303,rooftop,145329,1,47900,GOTHAM - WEST END,multifamily,garden,C,existing,1994,,11,3,30,26154,25392,846.4,0.92,60,2,0,,,,RMU,RESIDENTIAL MULTIFAMILY,X,owner,rubs,rubs,owner,owner,69,none,CAPITAL PROPERTIES,PE,Casey Reeves,703-508-8803,casey.reeves@gothamprops.com,https://capital-apts.example.com/278,2755348,8/31/25,413302,2342046,2025,GP-488-816712,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000279,GOTHAM-20105-98931,GOTHAM FLATS 279,6490 PARK PL,,GOTHAM,VA,20105,USA,38.922465,-77.263266,rooftop,169601,1,47900,GOTHAM - MIDTOWN,multifamily,mid-rise,A,existing,1988,,1,4,93,82602,74716,803.4,2.86,136,1.47,3,,,,RMF-1,PLANNED UNIT DEVELOPMENT,AE,rubs,rubs,rubs,owner,rubs,,none,GOTHAM REALTY,HNW_INDIVIDUAL,Parker Graham,703-479-6488,parker.graham@gothamre.com,https://gotham-apts.example.com/279,28677148,8/31/25,4301572,24375576,2025,GP-373-941289,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000280,GOTHAM-20119-98829,GOTHAM GARDENS 280,1710 WILLOW LN,,GOTHAM,VA,20119,USA,38.923655,-77.170071,rooftop,123682,6,47900,GOTHAM - RIVER NORTH,multifamily,mid-rise,A,existing,2014,,1,7,230,202327,179837,781.9,6.81,256,1.11,3,,,,PUD,RESIDENTIAL MULTIFAMILY,0.2PCT,rubs,tenant,owner,owner,owner,62,none,CAPITAL PARTNERS,PE,Kendall Hughes,703-621-2600,kendall.hughes@gothammgmt.com,https://capital-apts.example.com/280,76010378,8/31/25,11401557,64608821,2025,GP-801-567604,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000281,GOTHAM-20110-96062,GOTHAM COMMONS 281,5859 STONE RD,,GOTHAM,VA,20110,USA,38.907981,-77.261767,rooftop,178662,2,47900,GOTHAM - DOWNTOWN,multifamily,high-rise,B,existing,2010,2020,1,17,50,46246,40930,818.6,1.55,19,0.37,6,,,,RMF-1,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,tenant,rubs,rubs,owner,58,none,GOTHAM HOLDINGS,REIT,Taylor Hendrix,703-863-4027,taylor.hendrix@gothammgmt.com,https://gotham-apts.example.com/281,13335483,8/31/25,2000322,11335161,2025,GP-812-293213,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000282,GOTHAM-20103-19698,GOTHAM FLATS 282,4250 ASH LN,,GOTHAM,VA,20103,USA,38.854463,-77.294146,rooftop,108277,7,47900,GOTHAM - SOUTH SIDE,multifamily,mid-rise,B,existing,1980,,2,4,244,227526,205180,840.9,5.89,310,1.27,3,,,,C-MU,PLANNED UNIT DEVELOPMENT,X,rubs,rubs,owner,rubs,owner,62,silver,ATLANTIC REALTY,FAMILY_OFFICE,Avery Parker,703-382-8218,avery.parker@gothammgmt.com,https://atlantic-apts.example.com/282,32684920,8/31/25,4902738,27782182,2025,GP-603-310416,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000283,GOTHAM-20116-67878,GOTHAM GARDENS 283,6532 WILLOW BLVD,,GOTHAM,VA,20116,USA,38.909587,-77.347391,rooftop,134047,2,47900,GOTHAM - WEST END,multifamily,garden,B,existing,1974,1974,6,3,89,92649,83598,939.3,6.61,178,2,0,,,,RMF-1,RESIDENTIAL MULTIFAMILY,X,tenant,rubs,rubs,rubs,owner,,none,ATLANTIC PARTNERS,DEVELOPER,Skyler Carter,703-656-1307,skyler.carter@cityaptco.com,https://atlantic-apts.example.com/283,13788230,8/31/25,2068234,11719996,2025,GP-252-784578,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000284,GOTHAM-20113-72670,GOTHAM TOWERS 284,114 SPRING ST,,GOTHAM,VA,20113,USA,38.932257,-77.271891,rooftop,153041,2,47900,GOTHAM - MIDTOWN,multifamily,garden,A,existing,1989,1994,5,3,262,234159,212823,812.3,12.09,269,1.03,0,,,,PUD,RESIDENTIAL MIXED-USE,X,rubs,owner,rubs,rubs,owner,74,none,ATLANTIC HOLDINGS,FAMILY_OFFICE,Kendall Holland,703-998-8898,kendall.holland@gothammgmt.com,https://atlantic-apts.example.com/284,68877945,8/31/25,10331692,58546253,2025,GP-680-661307,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000285,GOTHAM-20110-48005,GOTHAM GARDENS 285,5980 SPRING DR,,GOTHAM,VA,20110,USA,38.92756,-77.179132,rooftop,126723,3,47900,GOTHAM - RIVER NORTH,multifamily,high-rise,A,existing,1971,,1,28,171,155459,140476,821.5,4.85,87,0.51,3,,,,PUD,RESIDENTIAL MULTIFAMILY,AE,owner,tenant,rubs,owner,owner,,none,CITYLINE REALTY,REIT,Jordan Keller,703-599-2749,jordan.keller@gothamre.com,https://cityline-apts.example.com/285,63092929,8/31/25,9463939,53628990,2025,GP-598-188984,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000286,GOTHAM-20102-80851,GOTHAM GARDENS 286,7275 MASON RD,,GOTHAM,VA,20102,USA,38.90982,-77.349658,rooftop,140434,8,47900,GOTHAM - WEST END,multifamily,garden,B,existing,1989,1997,1,3,87,79713,76734,882,2.01,114,1.32,0,,,,PUD,COMMERCIAL MIXED USE,X,owner,tenant,rubs,owner,owner,83,none,GVA PROPERTIES,DEVELOPER,Cameron Sloane,703-938-1701,cameron.sloane@cityaptco.com,https://gva-apts.example.com/286,15311955,8/31/25,2296793,13015162,2025,GP-221-321960,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000287,GOTHAM-20118-74080,GOTHAM GARDENS 287,8670 SPRING PL,,GOTHAM,VA,20118,USA,38.874521,-77.180604,rooftop,102598,8,47900,GOTHAM - EAST MARKET,multifamily,mid-rise,C,existing,2025,,3,9,90,83256,76509,850.1,2.2,129,1.43,1,,,,PUD,RESIDENTIAL MULTIFAMILY,X,tenant,tenant,owner,owner,rubs,,none,GVA HOLDINGS,DEVELOPER,Taylor Wright,703-376-1818,taylor.wright@gothamre.com,https://gva-apts.example.com/287,9025522,8/31/25,1353828,7671694,2025,GP-940-932251,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000288,GOTHAM-20106-90691,GOTHAM COMMONS 288,1694 HILL PL,,GOTHAM,VA,20106,USA,38.905635,-77.238792,rooftop,108371,4,47900,GOTHAM - DOWNTOWN,multifamily,garden,B,existing,1989,,11,2,30,28558,27726,924.2,0.82,44,1.48,0,,,,C-MU,PLANNED UNIT DEVELOPMENT,0.2PCT,tenant,tenant,rubs,rubs,rubs,,none,GOTHAM HOLDINGS,REIT,Shawn Hendrix,703-900-9943,shawn.hendrix@gothamprops.com,https://gotham-apts.example.com/288,6171803,8/31/25,925770,5246033,2025,GP-429-977057,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000289,GOTHAM-20106-58487,GOTHAM SQUARE 289,3593 VALLEY ST,,GOTHAM,VA,20106,USA,38.902788,-77.245243,rooftop,121727,8,47900,GOTHAM - DOWNTOWN,multifamily,garden,B,existing,1983,2009,4,3,149,146432,136201,914.1,7.36,162,1.09,0,,,,RMF-2,RESIDENTIAL MULTIFAMILY,X,owner,rubs,owner,rubs,owner,74,silver,CITYLINE PARTNERS,REIT,Drew Parker,703-827-7162,drew.parker@gothamprops.com,https://cityline-apts.example.com/289,30002408,8/31/25,4500361,25502047,2025,GP-116-610622,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000290,GOTHAM-20106-37021,GOTHAM COMMONS 290,1422 RIVER ST,,GOTHAM,VA,20106,USA,38.894474,-77.239158,rooftop,183963,5,47900,GOTHAM - DOWNTOWN,multifamily,mid-rise,D,existing,2004,,1,4,30,27390,25587,852.9,1.54,24,0.81,3,,,,PUD,COMMERCIAL MIXED USE,AE,tenant,tenant,owner,rubs,tenant,65,none,CITYLINE PROPERTIES,DEVELOPER,Shawn Wright,703-908-1616,shawn.wright@gothamprops.com,https://cityline-apts.example.com/290,2319735,8/31/25,347960,1971775,2025,GP-834-624170,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000291,GOTHAM-20114-91123,GOTHAM FLATS 291,1542 FOUNTAIN LN,,GOTHAM,VA,20114,USA,38.887708,-77.196635,rooftop,199862,9,47900,GOTHAM - EAST MARKET,multifamily,garden,B,existing,2018,2025,1,2,253,228166,213785,845,5.61,342,1.35,0,,,,PUD,RESIDENTIAL MIXED-USE,AE,rubs,rubs,rubs,rubs,rubs,,none,GVA HOLDINGS,PE,Kendall Carter,703-483-1869,kendall.carter@gothamprops.com,https://gva-apts.example.com/291,35990223,8/31/25,5398533,30591690,2025,GP-215-935309,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000292,GOTHAM-20106-66973,GOTHAM FLATS 292,2544 BROOK PL,,GOTHAM,VA,20106,USA,38.848944,-77.281331,rooftop,143916,8,47900,GOTHAM - SOUTH SIDE,multifamily,garden,D,existing,2025,,8,2,165,145792,139194,843.6,5.25,267,1.62,0,,,,RMF-1,RESIDENTIAL MULTIFAMILY,0.2PCT,tenant,tenant,rubs,tenant,owner,76,none,GOTHAM REALTY,REIT,Jamie Reeves,703-361-1476,jamie.reeves@cityaptco.com,https://gotham-apts.example.com/292,3271260,8/31/25,490689,2780571,2025,GP-627-221703,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
PROP-000293,GOTHAM-20115-24435,GOTHAM FLATS 293,1260 STONE RD,,GOTHAM,VA,20115,USA,38.88572,-77.312494,rooftop,129955,2,47900,GOTHAM - SOUTH SIDE,multifamily,student,C,existing,1989,,1,3,163,147501,132470,812.7,6.8,170,1.04,3,,,,RMF-2,COMMERCIAL MIXED USE,X,owner,tenant,tenant,tenant,owner,57,none,ATLANTIC PARTNERS,FAMILY_OFFICE,Logan Morgan,703-682-8936,logan.morgan@gothammgmt.com,https://atlantic-apts.example.com/293,8640249,8/31/25,1296037,7344212,2025,GP-546-251981,GOTHAM_SYNTHETIC,8/31/25,2025-09-27T18:57:54,passed,SYNTHETIC DATASET – GOTHAM
